,Unnamed: 0.1,pub_year,pub_month,journal_name,paper_title,author
36,36,2020,4,Nature reviews. Immunology,Thymic epithelial cell heterogeneity: TEC by TEC,"noam.kadouri.israel.rehovot,shir.nevo.israel.rehovot,yael.goldfarb.israel.rehovot,jakub.abramson.israel.rehovot"
37,37,2020,4,Nature reviews. Molecular cell biology,Mechanisms and regulation of cholesterol homeostasis,"jie.luo.china.wuhan,hongyuan.yang.australia.sydney,baoliang.song.china.wuhan"
48,48,2020,3,Nature chemical biology,Allosteric mechanism for site-specific ubiquitination of FANCD2,"viduth_k.chaugule.united_kingdom.glasgow,connor.arkinson.united_kingdom.glasgow,martin_l.rennie.united_kingdom.glasgow,outi.kmrinen.united_kingdom.glasgow,rachel.toth.united_kingdom.dundee,helen.walden.united_kingdom.glasgow"
54,54,2020,3,Nature materials,Nanoscale percolation in doped BaZrO<sub>3</sub> for high proton mobility,"fabian_m.draber.germany.aachen,christiane.ader.germany.aachen,john_p.arnold.germany.aachen,sebastian.eisele.germany.aachen,steffen.grieshammer.germany.aachen,shu.yamaguchi.japan.tokyo,manfred.martin.germany.aachen"
57,57,2020,3,Nature materials,Taxanes convert regions of perturbed microtubule growth into rescue sites,"ankit.rai.netherlands.utrecht,tianyang.liu.united_kingdom.london,simon.glauser.switzerland.zurich,eugene_a.katrukha.netherlands.utrecht,ruddi.rodrguezgarca.netherlands.utrecht,weishuo.fang.china.beijing,michel_o.steinmetz.switzerland.villigen,karlheinz.altmann.switzerland.zurich,lukas_c.kapitein.netherlands.utrecht,carolyn_a.moores.united_kingdom.london,anna.akhmanova.netherlands.utrecht"
58,58,2020,3,Nature materials,Zirconium nitride catalysts surpass platinum for oxygen reduction,"yao.yuan.china.ningbo,jiacheng.wang.china.shanghai,samira.adimi.china.ningbo,hangjia.shen.china.ningbo,tiju.thomas.india.chennai,ruguang.ma.china.shanghai,j_paul.attfield.united_kingdom.edinburgh,minghui.yang.china.ningbo"
60,60,2020,3,Nature microbiology,Rapid MinION profiling of preterm microbiota and antimicrobial-resistant pathogens,"richard_m.leggett.united_kingdom.norwich,cristina.alconginer.united_kingdom.norwich,darren.heavens.united_kingdom.norwich,shabhonam.caim.united_kingdom.norwich,thomas_c.brook.united_kingdom.london,magdalena.kujawska.united_kingdom.norwich,samuel.martin.united_kingdom.norwich,ned.peel.united_kingdom.norwich,holly.acfordpalmer.united_kingdom.norwich,lesley.hoyles.united_kingdom.nottingham,paul.clarke.united_kingdom.norwich,lindsay_j.hall.united_kingdom.norwich,matthew_d.clark.united_kingdom.norwich"
62,62,2020,3,Nature reviews. Cardiology,Genetics of rheumatic fever and rheumatic heart disease,"babu.muhamed.south_africa.capetown,tom.parks.united_kingdom.london,karen.sliwa.south_africa.capetown"
66,66,2020,3,Nature reviews. Clinical oncology,Cytoreductive treatment strategies for de novo metastatic prostate cancer,"martin_j.connor.united_kingdom.london,taimur_t.shah.united_kingdom.london,gail.horan.united_kingdom.cambridge,charlotte_l.bevan.united_kingdom.london,mathias.winkler.united_kingdom.london,hashim_u.ahmed.united_kingdom.london"
68,68,2020,3,Nature reviews. Drug discovery,Translating gammadelta (γδ) T cells and their receptors into cancer cell therapies,"zsolt.sebestyen.netherlands.utrecht,immo.prinz.germany.hannover,julie.dchanetmerville.france.bordeaux,bruno.silvasantos.portugal.lisbon,jurgen.kuball.netherlands.utrecht"
69,69,2020,3,Nature reviews. Endocrinology,"The effects of growth hormone on adipose tissue: old observations, new mechanisms","john_j.kopchick.greece.athens,darlene_e.berryman.greece.athens,vishwajeet.puri.greece.athens,kevin_y.lee.greece.athens,jens_o_l.jorgensen.denmark.aarhus"
70,70,2020,3,Nature reviews. Gastroenterology & hepatology,Tumour evolution in hepatocellular carcinoma,"amanda_j.craig.usa.newyork,johann.von_felden.usa.newyork,teresa.garcialezana.usa.newyork,samantha.sarcognato.usa.newyork,augusto.villanueva.usa.newyork"
79,79,2020,3,Nature reviews. Microbiology,Porins and small-molecule translocation across the outer membrane of Gram-negative bacteria,"julia.vergalli.france.marseille,igor_v.bodrenko.italy.cagliari,muriel.masi.france.marseille,silvia.acostagutirrez.italy.cagliari,anne.davinregli.france.marseille,matteo.ceccarelli.italy.cagliari,bert.van_den_berg.united_kingdom.newcastle,mathias.winterhalter.germany.bremen,jeanmarie.pags.france.marseille"
80,80,2020,3,Nature reviews. Microbiology,Bacterial siderophores in community and host interactions,"jos.kramer.switzerland.zurich,zhan.zkaya.switzerland.zurich,rolf.kmmerli.switzerland.zurich"
82,82,2020,3,Nature reviews. Nephrology,Kidney disease trials for the 21st century: innovations in design and conduct,"william_g.herrington.united_kingdom.oxford,natalie.staplin.united_kingdom.oxford,richard.haynes.united_kingdom.oxford"
83,83,2020,3,Nature reviews. Nephrology,Oncometabolites in renal cancer,"cissy.yong.united_kingdom.cambridge,grant_d.stewart.united_kingdom.cambridge,christian.frezza.united_kingdom.cambridge"
86,86,2020,2,Cell chemical biology,Aptamers as Reversible Sorting Ligands for Preparation of Cells in Their Native State,"bethany_powell.gray.usa.durham,martin_d.requena.usa.durham,michael_d.nichols.usa.durham,bruce_a.sullenger.usa.durham"
87,87,2020,2,Cell chemical biology,A Strategic Approach for Fluorescence Imaging of Membrane Proteins in a Native-like Environment,"jeanmarie.swiecicki.usa.massachusetts,jordan_tyler.santana.usa.massachusetts,barbara.imperiali.usa.massachusetts"
89,89,2020,2,Cell chemical biology,Identification of a Small Compound Targeting PKM2-Regulated Signaling Using 2D Gel Electrophoresis-Based Proteome-wide CETSA,"ikuko.nagasawa.japan.saitama,makoto.muroi.japan.saitama,makoto.kawatani.japan.saitama,tomokazu.ohishi.japan.shizuoka,shunichi.ohba.japan.shizuoka,manabu.kawada.japan.shizuoka,hiroyuki.osada.japan.saitama"
91,91,2020,2,Cell chemical biology,Metabolic Modifier Screen Reveals Secondary Targets of Protein Kinase Inhibitors within Nucleotide Metabolism,"evan_r.abt.usa.california,ethan_w.rosser.usa.california,vincent.lok.usa.california,soumya.poddar.usa.california,thuc_m.le.usa.california,arthur.cho.south_korea.seoul,woosuk.kim.usa.california,liu.wei.usa.california,janet.song.usa.california,joseph_r.capri.usa.california,shili.xu.usa.california,nanping.wu.usa.california,roger.slavik.usa.california,robert.damoiseaux.usa.california,johannes.czernin.usa.california,timothy_r.donahue.usa.california,caius_g.radu.usa.california"
93,93,2020,2,Cell host & microbe,Exploitation of the Cooperative Behaviors of Anti-CRISPR Phages,"anne.chevallereau.united_kingdom.cornwall,sean.meaden.united_kingdom.cornwall,olivier.fradet.united_kingdom.cornwall,mariann.landsberger.united_kingdom.cornwall,alice.maestri.united_kingdom.cornwall,ambarish.biswas.new_zealand.dunedin,sylvain.gandon.france.montpellier,stineke.van_houte.united_kingdom.cornwall,edze_r.westra.united_kingdom.cornwall"
94,94,2020,2,Cell host & microbe,Outer Membrane Vesiculation Facilitates Surface Exchange and In Vivo Adaptation of Vibrio cholerae,"franz_g.zingl.austria.graz,paul.kohl.austria.graz,fatih.cakar.austria.graz,deborah_r.leitner.austria.graz,fabian.mitterer.austria.graz,katherine_e.bonnington.usa.durham,gerald_n.rechberger.austria.graz,meta_j.kuehn.usa.durham,ziqiang.guan.usa.durham,joachim.reidl.austria.graz,stefan.schild.austria.graz"
95,95,2020,2,Cell host & microbe,Aryl Hydrocarbon Receptor Modulation by Tuberculosis Drugs Impairs Host Defense and Treatment Outcomes,"andreas.puyskens.germany.berlin,anne.stinn.germany.hamburg,michiel.van_der_vaart.netherlands.leiden,annika.kreuchwig.germany.berlin,jonas.protze.germany.berlin,marion.klemm.germany.berlin,ute.guhlichbornhof.germany.berlin,robert.hurwitz.germany.berlin,gopinath.krishnamoorthy.germany.berlin,marcel.schaaf.netherlands.leiden,gerd.krause.germany.berlin,annemarie_h.meijer.netherlands.leiden,pedro.mouraalves.united_kingdom.oxford"
98,98,2020,2,Cell metabolism,Glutamine Links Obesity to Inflammation in Human White Adipose Tissue,"paul.petrus.sweden.stockholm,simon.lecoutre.sweden.stockholm,lucile.dollet.sweden.stockholm,clotilde.wiel.sweden.stockholm,andr.sulen.sweden.huddinge,hui.gao.sweden.stockholm,beatriz.tavira.sweden.stockholm,jurga.laurencikiene.sweden.stockholm,olav.rooyackers.sweden.stockholm,antonio.checa.sweden.stockholm,iyadh.douagi.sweden.stockholm,craig_e.wheelock.sweden.stockholm,peter.arner.sweden.stockholm,mark.mccarthy.united_kingdom.oxford,martin_o.bergo.sweden.stockholm,laurienne.edgar.united_kingdom.oxford,robin_p.choudhury.united_kingdom.oxford,myriam.aouadi.sweden.huddinge,anna.krook.sweden.stockholm,mikael.rydn.sweden.stockholm"
100,100,2020,2,Cell metabolism,Hepatic Lipoprotein Export and Remission of Human Type 2 Diabetes after Weight Loss,"ahmad.almrabeh.united_kingdom.newcastle,sviatlana_v.zhyzhneuskaya.united_kingdom.newcastle,carl.peters.united_kingdom.newcastle,alison_c.barnes.united_kingdom.newcastle,shaden.melhem.united_kingdom.newcastle,aaron.jesuthasan.united_kingdom.newcastle,benjamin.aribisala.nigeria.lagos,kieren_g.hollingsworth.united_kingdom.newcastle,georg.lietz.united_kingdom.newcastle,john_c.mathers.united_kingdom.newcastle,naveed.sattar.united_kingdom.glasgow,michael_e_j.lean.united_kingdom.glasgow,roy.taylor.united_kingdom.newcastle"
101,101,2020,2,Cell metabolism,NTS Catecholamine Neurons Mediate Hypoglycemic Hunger via Medial Hypothalamic Feeding Pathways,"iltan.aklan.usa.iowa,nilufer.sayar_atasoy.usa.iowa,yavuz.yavuz.turkey.istanbul,tayfun.ates.turkey.istanbul,ilknur.coban.turkey.istanbul,fulya.koksalar.turkey.istanbul,gizem.filiz.turkey.istanbul,iskalen_cansu.topcu.turkey.istanbul,merve.oncul.turkey.istanbul,pelin.dilsiz.turkey.istanbul,utku.cebecioglu.turkey.istanbul,muhammed_ikbal.alp.turkey.istanbul,bayram.yilmaz.turkey.istanbul,deborah_r.davis.usa.iowa,karolina.hajdukiewicz.poland.warsaw,kenji.saito.usa.iowa,witold.konopka.poland.warsaw,huxing.cui.usa.iowa,deniz.atasoy.usa.iowa"
104,104,2020,2,Cell metabolism,Activation of Oxidative Stress Response in Cancer Generates a Druggable Dependency on Exogenous Non-essential Amino Acids,"sarah_e.leboeuf.usa.newyork,warren_l.wu.usa.newyork,triantafyllia_r.karakousi.usa.newyork,burcu.karadal.usa.newyork,kwokkin.wong.usa.newyork,sergei_b.koralov.usa.newyork,volkan_i.sayin.sweden.gothenburg,thales.papagiannakopoulos.usa.newyork"
105,105,2020,2,Cell metabolism,Pharmacological Activation of Pyruvate Kinase M2 Inhibits CD4<sup>+</sup> T Cell Pathogenicity and Suppresses Autoimmunity,"stefano.angiari.ireland.dublin,marah_c.runtsch.ireland.dublin,caroline_e.sutton.ireland.dublin,eva_m.palssonmcdermott.ireland.dublin,beth.kelly.germany.freiburg,nisha.rana.germany.freiburg,harry.kane.ireland.dublin,gina.papadopoulou.greece.athens,erika_l.pearce.germany.freiburg,kingston_h_g.mills.ireland.dublin,luke_a_j.oneill.ireland.dublin"
110,110,2020,2,Nature biomedical engineering,Functionalized helical fibre bundles of carbon nanotubes as electrochemical sensors for long-term in vivo monitoring of multiple disease biomarkers,"liyuan.wang.china.shanghai,songlin.xie.china.shanghai,zhiyuan.wang.china.shanghai,fei.liu.china.shanghai,yifan.yang.china.shanghai,chengqiang.tang.china.shanghai,xiaoying.wu.china.shanghai,peng.liu.china.shanghai,yongjing.li.china.shanghai,hexige.saiyin.china.shanghai,shuang.zheng.china.shanghai,xuemei.sun.china.shanghai,fan.xu.china.shanghai,hongbo.yu.china.shanghai,huisheng.peng.china.shanghai"
112,112,2020,2,Nature biomedical engineering,Spatially selective activation of the visual cortex via intraneural stimulation of the optic nerve,"vivien.gaillet.switzerland.geneva,annarita.cutrone.italy.pisa,fiorenzo.artoni.italy.pisa,paola.vagni.switzerland.geneva,ariastity.mega_pratiwi.switzerland.geneva,sandra_alejandra.romero.switzerland.geneva,dario.lipucci_di_paola.italy.pisa,silvestro.micera.italy.pisa,diego.ghezzi.switzerland.geneva"
115,115,2020,2,Nature biotechnology,The industrial yeast Pichia pastoris is converted from a heterotroph into an autotroph capable of growth on CO<sub>2</sub>,"thomas.gassler.austria.vienna,michael.sauer.austria.vienna,brigitte.gasser.austria.vienna,michael.egermeier.austria.vienna,christina.troyer.austria.vienna,tim.causon.austria.vienna,stephan.hann.austria.vienna,diethard.mattanovich.austria.vienna,matthias_g.steiger.austria.vienna"
121,121,2020,2,Nature chemistry,Observation of the asphericity of 4f-electron density and its relation to the magnetic anisotropy axis in single-molecule magnets,"chen.gao.denmark.aarhus,alessandro.genoni.france.metz,song.gao.china.beijing,shangda.jiang.china.beijing,alessandro.soncini.australia.melbourne,jacob.overgaard.denmark.aarhus"
125,125,2020,2,Nature chemistry,A general strategy to develop cell permeable and fluorogenic probes for multicolour nanoscopy,"lu.wang.germany.heidelberg,mai.tran.germany.heidelberg,elisa.deste.germany.heidelberg,birgit.koch.germany.heidelberg,lin.xue.germany.heidelberg,kai.johnsson.germany.heidelberg"
129,129,2020,2,Nature chemical biology,Engineering yeast phospholipid metabolism for de novo oleoylethanolamide production,"yi.liu.sweden.gothenburg,quanli.liu.sweden.gothenburg,anastasia.krivoruchko.sweden.gothenburg,sakda.khoomrung.sweden.gothenburg,jens.nielsen.sweden.gothenburg"
130,130,2020,2,Nature chemical biology,Artificial signaling in mammalian cells enabled by prokaryotic two-component system,"alain.maz.switzerland.basel,yaakov.benenson.switzerland.basel"
131,131,2020,2,Nature chemical biology,Discovery of a first-in-class EZH2 selective degrader,"anqi.ma.usa.newyork,elias.stratikopoulos.usa.newyork,kwangsu.park.usa.newyork,jieli.wei.usa.newyork,tiphaine_c.martin.usa.newyork,xiaobao.yang.usa.newyork,megan.schwarz.usa.newyork,violetta.leshchenko.usa.newyork,alexander.rialdi.usa.newyork,brandon.dale.usa.newyork,alessandro.lagana.usa.newyork,ernesto.guccione.usa.newyork,samir.parekh.usa.newyork,ramon.parsons.usa.newyork,jian.jin.usa.newyork"
132,132,2020,2,Nature chemical biology,Differential roles of human PUS10 in miRNA processing and tRNA pseudouridylation,"jinghui.song.china.beijing,yuan.zhuang.china.beijing,chenxu.zhu.china.beijing,haowei.meng.china.beijing,bo.lu.china.beijing,bingteng.xie.china.beijing,jinying.peng.china.beijing,mo.li.china.beijing,chengqi.yi.china.beijing"
136,136,2020,2,Nature chemical biology,Discovery of an antivirulence compound that reverses β-lactam resistance in MRSA,"omar_m.elhalfawy.canada.ontario,tomasz_l.czarny.canada.ontario,ronald_s.flannagan.united_kingdom.london,jonathan.day.canada.toronto,jos_carlos.bozelli.canada.ontario,robert_c.kuiack.united_kingdom.london,ahmed.salim.canada.toronto,philip.eckert.canada.ontario,richard_m.epand.canada.ontario,martin_j.mcgavin.united_kingdom.london,michael_g.organ.canada.toronto,david_e.heinrichs.united_kingdom.london,eric_d.brown.canada.ontario"
139,139,2020,2,Nature human behaviour,Collective memory shapes the organization of individual memories in the medial prefrontal cortex,"pierre.gagnepain.france.caen,thomas.valle.france.caen,serge.heiden.france.lyon,matthieu.decorde.france.lyon,carine.kleinpeschanski.france.paris,fausto.viader.france.caen,denis.peschanski.france.paris,francis.eustache.france.caen"
140,140,2020,2,Nature human behaviour,Questioning white losses and anti-white discrimination in the United States,"megan.earle.canada.ontario,gordon.hodson.canada.ontario"
141,141,2020,2,Nature human behaviour,Deforming the metric of cognitive maps distorts memory,"jacob_l_s.bellmund.germany.leipzig,william.de_cothi.united_kingdom.london,tom_a.ruiter.norway.trondheim,matthias.nau.germany.leipzig,caswell.barry.united_kingdom.london,christian_f.doeller.germany.leipzig"
142,142,2020,2,Nature human behaviour,Dissociating neural learning signals in human sign- and goal-trackers,"daniel_j.schad.germany.potsdam,michael_a.rapp.germany.potsdam,maria.garbusow.germany.berlin,stephan.nebe.germany.dresden,miriam.sebold.germany.potsdam,elisabeth.obst.germany.dresden,christian.sommer.germany.dresden,lorenz.deserno.germany.leipzig,milena.rabovsky.germany.potsdam,eva.friedel.germany.berlin,nina.romanczukseiferth.germany.berlin,hansulrich.wittchen.germany.dresden,ulrich_s.zimmermann.germany.dresden,henrik.walter.germany.berlin,philipp.sterzer.germany.berlin,michael_n.smolka.germany.dresden,florian.schlagenhauf.germany.berlin,andreas.heinz.germany.berlin,peter.dayan.united_kingdom.london,quentin_j_m.huys.switzerland.zurich"
146,146,2020,2,Nature immunology,The neuropeptide VIP confers anticipatory mucosal immunity by regulating ILC3 activity,"cyril.seillet.australia.melbourne,kylie.luong.australia.melbourne,julie.tellier.australia.melbourne,nicolas.jacquelot.australia.melbourne,rui_dong.shen.australia.melbourne,peter.hickey.australia.melbourne,verena_c.wimmer.australia.melbourne,lachlan.whitehead.australia.melbourne,kelly.rogers.australia.melbourne,gordon_k.smyth.australia.melbourne,alexandra_l.garnham.australia.melbourne,matthew_e.ritchie.australia.melbourne,gabrielle_t.belz.australia.melbourne"
148,148,2020,2,Nature immunology,Immunological impact of cell death signaling driven by radiation on the tumor microenvironment,"maria_esperanza.rodriguezruiz.spain.pamplona,ilio.vitale.italy.turin,kevin_j.harrington.united_kingdom.london,ignacio.melero.spain.pamplona,lorenzo.galluzzi.usa.newyork"
150,150,2020,2,Nature materials,"A transparent, self-healing and high-κ dielectric for low-field-emission stretchable optoelectronics","yu_jun.tan.singapore.singapore,hareesh.godaba.singapore.singapore,ge.chen.singapore.singapore,siew_ting_melissa.tan.singapore.singapore,guanxiang.wan.singapore.singapore,guojingxian.li.singapore.singapore,pui_mun.lee.singapore.singapore,yongqing.cai.singapore.singapore,si.li.singapore.singapore,john_s.ho.singapore.singapore,benjamin_c_k.tee.singapore.singapore"
152,152,2020,2,Nature materials,Synthesis of orthogonally assembled 3D cross-stacked metal oxide semiconducting nanowires,"yuan.ren.china.shanghai,yidong.zou.china.shanghai,yang.liu.china.beijing,xinran.zhou.china.shanghai,junhao.ma.china.shanghai,dongyuan.zhao.china.shanghai,guangfeng.wei.china.shanghai,yuejie.ai.china.beijing,shibo.xi.singapore.singapore,yonghui.deng.china.shanghai"
153,153,2020,2,Nature materials,Hydrophilic microporous membranes for selective ion separation and flow-battery energy storage,"rui.tan.united_kingdom.london,anqi.wang.united_kingdom.london,richard.malpassevans.united_kingdom.edinburgh,rhodri.williams.united_kingdom.edinburgh,evan_wenbo.zhao.united_kingdom.cambridge,tao.liu.united_kingdom.cambridge,chunchun.ye.united_kingdom.edinburgh,xiaoqun.zhou.united_kingdom.london,barbara_primera.darwich.united_kingdom.london,zhiyu.fan.united_kingdom.london,lukas.turcani.united_kingdom.london,edward.jackson.united_kingdom.london,linjiang.chen.united_kingdom.liverpool,samantha_y.chong.united_kingdom.liverpool,kim_e.jelfs.united_kingdom.london,andrew_i.cooper.united_kingdom.liverpool,nigel_p.brandon.united_kingdom.london,clare_p.grey.united_kingdom.cambridge,neil_b.mckeown.united_kingdom.edinburgh,qilei.song.united_kingdom.london"
155,155,2020,2,Nature materials,Three-dimensional printing of multicomponent glasses using phase-separating resins,"david_g.moore.switzerland.zurich,lorenzo.barbera.switzerland.zurich,kunal.masania.switzerland.zurich,andr_r.studart.switzerland.zurich"
157,157,2020,2,Nature materials,Stopping transformed cancer cell growth by rigidity sensing,"bo.yang.singapore.singapore,vin_yee.chung.singapore.singapore,naotaka.nakazawa.singapore.singapore,shuaimin.liu.usa.newyork,junqiang.hu.usa.newyork,ruby_yunju.huang.singapore.singapore,michael_p.sheetz.singapore.singapore"
158,158,2020,2,Nature materials,Extracellular matrix anisotropy is determined by TFAP2C-dependent regulation of cell collisions,"danielle.park.united_kingdom.london,esther.wershof.united_kingdom.london,stefan.boeing.united_kingdom.london,anna.labernadie.spain.barcelona,robert_p.jenkins.united_kingdom.london,samantha.george.united_kingdom.london,xavier.trepat.spain.barcelona,paul_a.bates.united_kingdom.london,erik.sahai.united_kingdom.london"
159,159,2020,2,Nature materials,Bias-free solar syngas production by integrating a molecular cobalt catalyst with perovskite-BiVO<sub>4</sub> tandems,"virgil.andrei.united_kingdom.cambridge,bertrand.reuillard.united_kingdom.cambridge,erwin.reisner.united_kingdom.cambridge"
160,160,2020,2,Nature materials,Spin current as a probe of quantum materials,"wei.han.china.beijing,sadamichi.maekawa.japan.wako,xincheng.xie.china.beijing"
163,163,2020,2,Nature methods,Deciphering interaction fingerprints from protein molecular surfaces using geometric deep learning,"p.gainza.switzerland.lausanne,f.sverrisson.switzerland.lausanne,f.monti.switzerland.lugano,e.rodol.italy.rome,d.boscaini.italy.trento,m_m.bronstein.switzerland.lugano,b_e.correia.switzerland.lausanne"
165,165,2020,2,Nature methods,NicheNet: modeling intercellular communication by linking ligands to target genes,"robin.browaeys.belgium.ghent,wouter.saelens.belgium.ghent,yvan.saeys.belgium.ghent"
167,167,2020,2,Nature methods,An adaptive excitation source for high-speed multiphoton microscopy,"bo.li.usa.newyork,chunyan.wu.usa.newyork,mengran.wang.usa.newyork,kriti.charan.usa.newyork,chris.xu.usa.newyork"
168,168,2020,2,Nature methods,An antibody for analysis of autophagy induction,"wensheng.tian.canada.ontario,reham.alsaadi.canada.ontario,zhihao.guo.canada.ontario,alena.kalinina.canada.ontario,mical.carrier.canada.quebeccity,marieeve.tremblay.canada.quebeccity,baptiste.lacoste.canada.ontario,diane.lagace.canada.ontario,ryan_c.russell.canada.ontario"
171,171,2020,2,Nature microbiology,Metabolic activity analyses demonstrate that Lokiarchaeon exhibits homoacetogenesis in sulfidic marine sediments,"william_d.orsi.germany.munich,aurle.vuillemin.germany.munich,paula.rodriguez.germany.munich,mer_k.coskun.germany.munich,gonzalo_v.gomezsaez.germany.oldenburg,gaute.lavik.germany.bremen,volker.mohrholz.germany.rostock,timothy_g.ferdelman.germany.bremen"
172,172,2020,2,Nature microbiology,Cytosolic Gram-negative bacteria prevent apoptosis by inhibition of effector caspases through lipopolysaccharide,"saskia_d.gnther.germany.cologne,melanie.fritsch.germany.cologne,jens_m.seeger.germany.cologne,lars_m.schiffmann.germany.cologne,maria.coutelle.germany.cologne,thomas_a.kufer.germany.stuttgart,paul_g.higgins.germany.cologne,veit.hornung.germany.munich,maria_l.bernardini.italy.rome,stefan.hning.germany.cologne,martin.krnke.germany.cologne,hamid.kashkar.germany.cologne"
175,175,2020,2,Nature microbiology,Herpesviruses induce aggregation and selective autophagy of host signalling proteins NEMO and RIPK1 as an immune-evasion mechanism,"elena.muscolino.germany.hamburg,rebekka.schmitz.germany.hamburg,stefan.loroch.germany.dortmund,enrico.caragliano.germany.hamburg,carola.schneider.germany.hamburg,matteo.rizzato.germany.hamburg,eva.krause.germany.hamburg,vanda.jurani_lisni.croatia.rijeka,albert.sickmann.germany.dortmund,rudolph.reimer.germany.hamburg,eleonore.ostermann.germany.hamburg,wolfram.brune.germany.hamburg"
185,185,2020,2,Nature reviews. Cancer,Fluids and their mechanics in tumour transit: shaping metastasis,"gautier.follain.france.strasbourg,david.herrmann.australia.sydney,sbastien.harlepp.france.strasbourg,vincent.hyenne.france.strasbourg,nal.osmani.france.strasbourg,sean_c.warren.australia.sydney,paul.timpson.australia.sydney,jacky_g.goetz.france.strasbourg"
187,187,2020,2,Nature reviews. Cardiology,Expanding the indications for transcatheter aortic valve implantation,"zouhair.rahhab.netherlands.rotterdam,nahid.el_faquir.netherlands.rotterdam,victoria.delgado.netherlands.leiden,susheel.kodali.usa.newyork,e.mara_vollema.netherlands.leiden,jeroen.bax.netherlands.leiden,martin_b.leon.usa.newyork,nicolas_m.van_mieghem.netherlands.rotterdam"
189,189,2020,2,Nature reviews. Cardiology,Molecular genetic framework underlying pulmonary arterial hypertension,"laura.southgate.united_kingdom.london,rajiv_d.machado.united_kingdom.london,stefan.grf.united_kingdom.cambridge,nicholas_w.morrell.united_kingdom.cambridge"
190,190,2020,2,Nature reviews. Cardiology,Lysine acetyltransferases and lysine deacetylases as targets for cardiovascular disease,"peng.li.china.shanghai,junbo.ge.china.shanghai,hua.li.china.shanghai"
192,192,2020,2,Nature reviews. Clinical oncology,Combining epigenetic drugs with other therapies for solid tumours - past lessons and future promise,"daphn.morel.france.villejuif,daniel.jeffery.france.paris,sandrine.aspeslagh.belgium.brussels,genevive.almouzni.france.paris,sophie.postelvinay.france.villejuif"
